WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After,Unnamed: 60
144,SWE,PCPI,Sweden,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Consumer Price Index (Shadow Index) Latest actual data: 2023 Harmonized prices: Yes. The annual HICP series is constructed from an average over the fourth quarter rather than the December print. It is calculated using a 3-month moving average of the year-on-year changes of HICP for the last 3 months of the year. Base year: 2015 Primary domestic currency: Swedish krona Data last updated: 03/2024,29.799,33.407,36.273,39.504,42.672,45.816,47.756,49.772,52.658,56.047,61.915,67.359,68.287,71.489,73.569,75.383,76.152,77.536,78.318,78.765,79.785,81.924,83.510,85.446,86.317,87.038,88.343,89.827,92.834,94.633,96.431,97.743,98.659,99.095,99.302,100.000,101.140,103.029,105.126,106.935,107.638,110.491,119.391,126.447,129.702,132.280,134.926,137.624,140.377,143.184,2023.0,
146,CHE,PCPI,Switzerland,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2020. December 2020 = 100 Primary domestic currency: Swiss franc Data last updated: 03/2024,55.109,58.683,62.011,63.841,65.715,67.967,68.472,69.455,70.755,72.987,76.931,81.439,84.727,87.516,88.261,89.848,90.576,91.045,91.062,91.798,93.231,94.154,94.758,95.361,96.124,97.252,98.286,99.008,101.412,100.926,101.620,101.852,101.146,100.928,100.915,99.763,99.331,99.862,100.796,101.161,100.428,101.012,103.875,106.092,107.722,109.015,110.283,111.587,112.926,114.281,2023.0,
463,SYR,PCPI,Syria,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2011 Harmonized prices: No Base year: 2000 Primary domestic currency: Syrian pound Data last updated: n/a,8.095,9.584,10.952,11.608,12.705,14.841,20.212,34.649,45.044,51.974,57.749,62.946,69.933,79.165,91.299,98.349,107.074,109.097,108.057,104.058,100.000,103.401,102.866,108.829,113.653,121.882,134.546,140.839,162.179,166.726,174.059,,,,,,,,,,,,,,,,,,,,2011.0,
528,TWN,PCPI,Taiwan Province of China,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2023 Harmonized prices: No Base year: 2021 Primary domestic currency: New Taiwan dollar Data last updated: 02/2024,49.340,54.700,56.315,57.087,57.069,56.977,57.375,57.668,58.411,60.990,63.508,65.809,68.746,70.770,73.670,76.371,78.721,79.433,80.771,80.913,81.923,81.920,81.759,81.529,82.840,84.753,85.261,86.793,89.857,89.071,89.931,91.209,92.974,93.711,94.830,94.540,95.857,96.453,97.755,98.302,98.068,100.000,102.947,105.513,107.497,109.169,110.818,112.499,114.284,115.989,2023.0,
923,TJK,PCPI,Tajikistan,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 1997. Core prices base year = 2005 Primary domestic currency: Tajik somoni Data last updated: 03/2024,,,,,,,,,,,,,0.012,0.320,1.440,10.262,53.204,100.000,143.175,182.479,242.425,335.981,377.062,438.733,470.347,504.572,554.874,627.941,756.222,804.766,856.776,963.205,"1,019.032","1,070.341","1,135.384","1,201.015","1,272.040","1,365.029","1,417.481","1,527.905","1,659.007","1,807.884","1,927.954","1,998.363","2,096.592","2,227.629","2,372.425","2,526.632","2,690.864","2,865.770",2022.0,
738,TZA,PCPI,Tanzania,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2000. The latest CPI weights are based on the 2011/12 household budget survey, and CPI data with those weights were released starting for December 2015. Primary domestic currency: Tanzanian shilling Data last updated: 02/2024",1.145,1.439,1.855,2.358,3.209,4.278,5.664,7.357,9.652,12.143,16.563,20.736,25.029,31.561,43.523,55.174,66.788,77.566,87.478,94.379,100.000,105.147,109.937,114.806,119.558,124.769,133.816,143.220,157.938,177.118,189.855,213.950,248.184,267.715,284.132,300.011,315.520,332.304,343.963,355.822,367.525,381.086,397.665,413.716,430.422,447.751,465.714,484.377,503.898,523.890,2022.0,
578,THA,PCPI,Thailand,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Ministry of Commerce Latest actual data: 2023 Harmonized prices: No Base year: 2019. Annual data were derived from monthly data received from the authorities Primary domestic currency: Thai baht Data last updated: 03/2024,28.603,32.236,33.944,35.200,35.480,36.346,37.018,37.925,39.398,41.518,43.917,46.458,48.325,49.958,52.483,55.525,58.758,62.067,67.008,67.167,68.308,69.408,69.867,71.133,73.133,76.400,80.000,81.733,86.217,85.467,88.286,91.650,94.411,96.474,98.302,97.418,97.601,98.250,99.297,99.998,99.151,100.372,106.472,107.779,108.534,109.847,111.701,113.935,116.214,118.538,2023.0,
537,TLS,PCPI,Timor-Leste,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2018. The CPI base year is August 2018. CPI weights are based on a 2011 Household Income and Expenditure Survey. Primary domestic currency: US dollar Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,45.362,46.990,48.911,52.832,54.000,54.870,57.741,62.729,67.388,67.247,70.729,80.047,88.800,97.192,98.017,98.650,97.200,97.708,99.950,100.842,101.333,105.158,112.525,122.000,126.280,129.058,131.639,134.272,136.958,139.697,2022.0,
742,TGO,PCPI,Togo,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: Yes Base year: 2014 Primary domestic currency: CFA franc Data last updated: 02/2024,27.627,33.074,36.755,40.193,38.776,38.072,39.643,39.664,39.604,39.228,39.671,39.765,40.410,40.374,54.610,63.236,66.143,69.653,70.333,70.295,71.397,75.019,77.067,76.349,76.866,80.937,81.813,82.167,88.485,92.084,92.279,95.562,98.084,99.813,100.000,101.790,102.663,102.441,103.392,104.102,106.008,110.830,119.270,125.304,128.740,131.369,133.934,136.613,138.935,141.297,2022.0,
866,TON,PCPI,Tonga,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: Central Bank. National Reserve Bank of Tonga Latest actual data: FY2022/23 Notes: Prior to 1996, the data are in fiscal year (FY) reporting basis converted to calendar year by averaging two FYs (e.g. 1990 is the average of 1989/90 and 1990/91), and are further adjusted to produce a smooth series with the use of a splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. Harmonized prices: No Base year: FY2018/19. Base for CPI: September 2018=100 Primary domestic currency: Tongan pa’anga Data last updated: 03/2024",8.729,10.029,11.121,12.203,13.168,13.853,17.990,19.375,21.376,22.224,23.476,26.744,29.043,29.569,30.728,30.581,31.399,31.577,32.482,33.757,35.421,37.990,41.784,46.242,51.680,56.839,60.958,64.030,70.188,74.034,75.274,79.805,82.426,82.983,84.880,84.926,84.399,90.476,96.612,99.786,100.208,101.625,110.283,121.500,128.086,133.401,138.290,142.814,147.681,152.411,2023.0,
369,TTO,PCPI,Trinidad and Tobago,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2012 Primary domestic currency: Trinidad and Tobago dollar Data last updated: 03/2024,9.175,10.489,11.710,13.487,15.285,16.450,17.716,19.621,21.143,23.560,26.167,27.161,28.923,32.044,34.868,36.707,37.913,39.301,41.503,42.920,44.433,46.922,48.865,50.713,52.618,56.237,60.910,65.706,73.614,78.775,87.075,91.508,100.000,105.189,111.182,116.362,119.933,122.192,123.437,124.672,125.419,128.004,135.462,141.733,143.837,146.962,149.967,152.897,155.769,158.603,2023.0,
744,TUN,PCPI,Tunisia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2015 Primary domestic currency: Tunisian dinar Data last updated: 03/2024,16.806,18.302,20.804,22.671,24.620,26.479,28.110,30.421,32.598,35.115,37.399,40.276,42.498,44.215,46.613,49.518,51.366,53.215,54.865,56.384,57.946,59.073,60.676,62.326,64.627,65.895,68.625,70.973,74.462,77.098,80.460,83.067,86.898,91.518,95.751,100.000,103.629,109.131,117.106,124.977,132.020,139.554,151.148,165.240,177.397,189.715,203.086,219.163,237.034,258.315,2023.0,
186,TUR,PCPI,Türkiye,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2023 Harmonized prices: No Base year: 2003 Primary domestic currency: Turkish lira Data last updated: 03/2024,0.003,0.004,0.005,0.007,0.010,0.015,0.020,0.027,0.047,0.077,0.124,0.206,0.350,0.582,1.190,2.256,4.066,7.548,13.943,22.988,35.640,54.973,79.785,100.000,108.599,117.482,128.757,140.031,154.656,164.323,178.400,189.946,206.835,222.333,242.020,260.585,280.846,312.144,363.125,418.236,469.591,561.614,967.711,"1,488.914","2,375.118","3,287.499","4,024.202","4,789.530","5,680.941","6,737.816",2023.0,
925,TKM,PCPI,Turkmenistan,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Turkmenistan authorities and IMF staff estimates and projections. Latest actual data: 2022 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: 1998. The base year for PCPICO and PCPICO_EOP is 2001, which is different than the base year for headline CPI data, which is 1998. Primary domestic currency: New Turkmen manat Data last updated: 03/2024",,,,,,,,,,,,,0.001,0.022,0.404,4.461,48.731,89.529,104.545,129.077,139.455,155.676,169.303,178.762,189.282,209.551,226.644,240.830,275.844,268.474,280.413,295.210,310.897,332.081,352.034,378.101,391.884,423.395,479.706,504.130,534.883,639.073,710.721,698.372,732.974,790.877,854.148,922.479,996.278,"1,075.980",2022.0,
869,TUV,PCPI,Tuvalu,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Central Statistical Directorate Latest actual data: 2022 Harmonized prices: No Base year: 2000 Primary domestic currency: Australian dollar Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,100.000,101.531,106.659,109.767,112.368,115.988,120.847,123.609,136.518,136.131,133.609,134.277,136.177,138.927,140.490,144.901,149.961,156.089,159.460,165.029,168.097,178.548,199.153,211.511,220.249,228.087,235.494,242.463,249.348,256.341,2022.0,
746,UGA,PCPI,Uganda,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Central Bank Latest actual data: 2023 Harmonized prices: No Base year: 2016. The authorities use a FY base; the average of CPI from July 2016 to June 2017 is 100. Primary domestic currency: Ugandan shilling Data last updated: 02/2024,0.006,0.012,0.024,0.059,0.069,0.138,0.337,1.063,2.835,6.543,9.514,11.495,16.351,21.251,22.495,24.021,25.827,27.823,29.446,31.142,32.195,32.814,32.715,35.565,36.869,40.040,42.931,45.545,51.031,57.673,59.970,71.160,81.130,85.565,89.236,92.531,97.314,102.741,105.360,107.612,110.580,113.020,121.149,127.633,132.496,138.952,145.950,153.248,160.910,168.956,2023.0,
926,UKR,PCPI,Ukraine,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2023. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Base year: 1991 Primary domestic currency: Ukrainian hryvnia Data last updated: 03/2024",,,,,,,,,,,,,"1,309.958","63,334.923","627,768.338","2,992,861.513","5,394,047.462","6,250,944.870","6,912,117.432","8,480,039.412","10,871,673.130","12,171,795.749","12,263,987.489","12,902,927.666","14,068,871.020","15,971,002.719","17,420,464.785","19,657,766.633","24,611,788.741","28,524,973.495","31,196,306.171","33,678,925.086","33,869,340.554","33,780,943.689","37,868,272.905","56,303,884.053","64,137,482.214","73,401,082.835","81,436,069.322","87,857,948.112","90,264,859.779","98,714,214.842","118,637,447.352","133,883,456.599","142,513,782.427","153,314,020.427","162,786,208.688","171,296,199.304","179,861,604.793","188,854,534.034",2023.0,
466,ARE,PCPI,United Arab Emirates,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 1990 Primary domestic currency: U.A.E. dirham Data last updated: 03/2024,66.700,72.000,77.100,78.100,80.000,82.800,87.300,92.100,96.700,99.400,100.000,103.400,110.000,115.800,122.400,127.700,131.500,135.400,138.100,141.000,142.900,146.901,151.188,155.904,163.763,173.909,190.057,211.206,237.097,225.895,227.880,229.875,231.398,233.953,239.441,249.181,253.214,258.192,266.120,260.972,255.554,255.265,267.588,271.931,277.642,283.195,288.858,294.636,300.528,306.539,2022.0,
112,GBR,PCPI,United Kingdom,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2023. Our PCPIE (end-period CPI data) is for December each year; latest data is 2023Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/2024",31.268,35.079,38.064,40.043,41.824,43.982,45.577,47.430,49.618,52.206,55.860,60.060,62.602,64.188,65.467,67.189,68.819,70.074,71.166,72.111,72.685,73.582,74.508,75.523,76.538,78.112,79.931,81.788,84.733,86.568,89.423,93.415,96.057,98.521,99.960,100.000,100.660,103.361,105.922,107.819,108.736,111.551,121.665,130.554,133.757,136.445,139.174,141.958,144.797,147.693,2023.0,
111,USA,PCPI,United States,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: Base is 1982-1984=100 Primary domestic currency: US dollar Data last updated: 03/2024,82.383,90.933,96.533,99.583,103.933,107.600,109.692,113.617,118.275,123.942,130.658,136.167,140.308,144.475,148.225,152.383,156.858,160.525,163.008,166.583,172.192,177.042,179.867,184.000,188.908,195.267,201.558,207.344,215.254,214.565,218.076,224.923,229.586,232.952,236.715,237.002,240.005,245.121,251.100,255.653,258.846,270.966,292.621,304.701,313.559,319.831,326.416,333.270,340.324,347.617,2023.0,
298,URY,PCPI,Uruguay,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2022. Index Oct-2022=100. Primary domestic currency: Uruguayan peso Data last updated: 03/2024,0.007,0.009,0.011,0.017,0.026,0.044,0.078,0.128,0.207,0.374,0.796,1.607,2.707,4.172,6.038,8.589,11.023,13.208,14.635,15.463,16.202,16.908,19.269,23.003,25.113,26.293,27.972,30.242,32.624,34.930,37.268,40.284,43.547,47.282,51.479,55.938,61.330,65.146,70.101,75.627,83.003,89.436,97.580,103.305,109.261,115.280,121.307,127.226,133.066,139.142,2023.0,
